start new simulation
TRONROUT0000000073540579 capacity : 4816.962925580846
TRONROUT0000000073467345 capacity : 2045.9120950185059
TRONROUT0000000073474343 capacity : 1857.1964911572577
TRONROUT0000000073543290 capacity : 4823.716636860592
TRONROUT0000000073469561 capacity : 360.40960960455607
TRONROUT0000000073521988 capacity : 8.236504112138302
TRONROUT0000000073535474 capacity : 3151.3962988493686
TRONROUT0000000073527551 capacity : 450.22334457513205
TRONROUT0000000073480011 capacity : 263.3267381348573
TRONROUT0000000073527554 capacity : 112.3301560870289
TRONROUT0000000073464961 capacity : 373.0992790517561
TRONROUT0000000073479999 capacity : 199.44778338537418
TRONROUT0000000073535492 capacity : 1192.7596510932224
TRONROUT0000000073474344 capacity : 599.3652544436112
TRONROUT0000000219081009 capacity : 1465.032900897619
TRONROUT0000000073533469 capacity : 649.0202182566187
TRONROUT0000000073527555 capacity : 2832.2872733433996
TRONROUT0000000073533496 capacity : 580.5116080081166
TRONROUT0000000220103201 capacity : 1565.9717720371314
TRONROUT0000000073538769 capacity : 1406.0055122302704
TRONROUT0000000073467344 capacity : 939.510926526181
TRONROUT0000000073538767 capacity : 1488.15106497428
TRONROUT0000000073479965 capacity : 751.385606327684
TRONROUT0000000073476826 capacity : 1500.9261889011516
TRONROUT0000000073522084 capacity : 227.8851319006992
TRONROUT0000000073521908 capacity : 377.1219023818926
TRONROUT0000000073527553 capacity : 112.16279561575749
TRONROUT0000000073474502 capacity : 1213.877339979602
TRONROUT0000000073499997 capacity : 2237.502978962238
TRONROUT0000000073476552 capacity : 938.7094959894472
TRONROUT0000000073540474 capacity : 502.1602089131823
TRONROUT0000000073495385 capacity : 35.073362518025
TRONROUT0000000073495401 capacity : 36.28556127303311
TRONROUT0000000073540803 capacity : 220.68964236324229
TRONROUT0000000073476812 capacity : 990.2652420310237
TRONROUT0000002223936628 capacity : 30.012634064452786
TRONROUT0000002244666721 capacity : 1118.8479922825336
TRONROUT0000002223373184 capacity : 1489.314759558049
TRONROUT0000002223821929 capacity : 1311.8644554009043
TRONROUT0000002223454495 capacity : 4847.588588980333
TRONROUT0000002223455710 capacity : 3863.0046859824424
TRONROUT0000002223936629 capacity : 34.97942252226811
TRONROUT0000002244668009 capacity : 1411.6810698452311
TRONROUT0000002223821971 capacity : 1051.329721777955
TRONROUT0000000073522323 capacity : 114.43566574093838
TRONROUT0000000073539921 capacity : 110.54209171770586
TRONROUT0000000073535422 capacity : 57.553580960506
TRONROUT0000000073476770 capacity : 281.3433753960344
TRONROUT0000000073480066 capacity : 373.00354289798395
TRONROUT0000000073480395 capacity : 110.71407699268602
TRONROUT0000000073480390 capacity : 128.50945311233002
TRONROUT0000000073480947 capacity : 55.504345533114915
TRONROUT0000000073539952 capacity : 166.31106331916615
TRONROUT0000000073522348 capacity : 19.55796952036748
TRONROUT0000000098468658 capacity : 194.56940083619702
TRONROUT0000000223305320 capacity : 233.88050199577899
TRONROUT0000002201817664 capacity : 383.98329351094344
TRONROUT0000000073516172 capacity : 60.880285815852105
TRONROUT0000000073495393 capacity : 34.42952355996297
TRONROUT0000000073495395 capacity : 94.64259662175195
TRONROUT0000000073495399 capacity : 35.62211360542577
TRONROUT0000000073495400 capacity : 96.50272149226495
TRONROUT0000000073495394 capacity : 31.440739552154014
TRONROUT0000000073516090 capacity : 146.03506428241909
TRONROUT0000000073523241 capacity : 2301.8161411576157
TRONROUT0000000073523621 capacity : 1447.920284448115
TRONROUT0000000073529165 capacity : 55.05143049868964
TRONROUT0000000073529163 capacity : 49.10112014963137
TRONROUT0000000073529162 capacity : 3720.1552899340877
TRONROUT0000000073529160 capacity : 774.9766726084687
TRONROUT0000000073535476 capacity : 1469.544818062053
TRONROUT0000000073540612 capacity : 312.2427901486109
TRONROUT0000000073540578 capacity : 6687.153361209752
TRONROUT0000000073540698 capacity : 1181.0193159281503
TRONROUT0000000073540804 capacity : 695.7917096358128
TRONROUT0000000073522363 capacity : 201.23588149346048
TRONROUT0000000223307159 capacity : 306.7314573606669
TRONROUT0000000073466938 capacity : 41.41922471556839
TRONROUT0000000073467347 capacity : 40.76230527603306
TRONROUT0000000073466937 capacity : 3719.384965498658
TRONROUT0000000073527547 capacity : 255.94696255876806
TRONROUT0000000073476557 capacity : 88.3938911926299
TRONROUT0000000073476558 capacity : 655.2110452837627
TRONROUT0000000073485312 capacity : 2198.8957622025846
TRONROUT0000000073480070 capacity : 1696.0768433441588
TRONROUT0000000073481456 capacity : 1161.906409254969
TRONROUT0000000073481586 capacity : 1766.7045342839474
TRONROUT0000000073533495 capacity : 41.47090611231123
TRONROUT0000000073484990 capacity : 980.805374757349
TRONROUT0000000073490847 capacity : 186.48883511095613
TRONROUT0000000073490854 capacity : 1018.6846501789013
TRONROUT0000000073485313 capacity : 2444.1928244693886
TRONROUT0000000073514306 capacity : 1019.1665652274961
TRONROUT0000000073500004 capacity : 696.6345967576874
TRONROUT0000000073514375 capacity : 352.30079477572053
TRONROUT0000000073514594 capacity : 659.1437268618707
TRONROUT0000000073514510 capacity : 80.80891040052977
TRONROUT0000000073521956 capacity : 540.9812070611415
TRONROUT0000000073533468 capacity : 38.63975902036001
TRONROUT0000000073527548 capacity : 429.5079971933619
TRONROUT0000000073527550 capacity : 447.7287683416837
TRONROUT0000000073538771 capacity : 2505.4042217763335
TRONROUT0000000223310426 capacity : 155.4315634607198
TRONROUT0000002223371528 capacity : 3020.567791509314
TRONROUT0000000073474345 capacity : 692.0164454484494
TRONROUT0000002223372168 capacity : 136.9842295070472
TRONROUT0000000073480346 capacity : 1444.9880158522424
TRONROUT0000000073506695 capacity : 3018.0374681295007
TRONROUT0000000073474507 capacity : 141.19415537184457
TRONROUT0000000073474365 capacity : 678.9648921103586
TRONROUT0000000073507319 capacity : 2339.187589879669
TRONROUT0000000073514305 capacity : 2020.874625040135
TRONROUT0000000073507318 capacity : 2183.305549312421
TRONROUT0000002223371532 capacity : 2087.5774723643735
TRONROUT0000002223456413 capacity : 102.96895975712275
TRONROUT0000002223456415 capacity : 390.7805979905792
TRONROUT0000000073522319 capacity : 1151.2781463026158
TRONROUT0000000073516077 capacity : 272.9045754585367
TRONROUT0000002000750857 capacity : 1922.2135311666273
TRONROUT0000000073465001 capacity : 1050.7109877305566
TRONROUT0000000223312785 capacity : 427.06969638290155
TRONROUT0000000073522318 capacity : 683.801692900988
TRONROUT0000000098474312 capacity : 1184.5918791682702
TRONROUT0000000223307825 capacity : 1369.822515651619
TRONROUT0000002223813409 capacity : 282.10246261432735
TRONROUT0000002223811087 capacity : 3044.263691652482
TRONROUT0000002223811181 capacity : 3839.18632524889
TRONROUT0000002223817083 capacity : 1714.349680508747
TRONROUT0000002223812632 capacity : 1701.224522303874
TRONROUT0000002223812633 capacity : 1032.5146022348292
TRONROUT0000002223813445 capacity : 1648.207218243172
TRONROUT0000002223813711 capacity : 446.8862413481975
TRONROUT0000002223815601 capacity : 1295.2149611849359
TRONROUT0000002223815613 capacity : 2035.308183177724
TRONROUT0000002223816347 capacity : 4465.743577249909
TRONROUT0000002223818060 capacity : 599.3237867801538
TRONROUT0000002223818468 capacity : 3753.6877272250017
TRONROUT0000002223818542 capacity : 2035.9315991916276
TRONROUT0000002223819036 capacity : 6730.292003073319
TRONROUT0000002223820239 capacity : 6901.7568931044925
TRONROUT0000000073540486 capacity : 395.1831875078321
TRONROUT0000000073540370 capacity : 69.52960429587172
TRONROUT0000000073540450 capacity : 532.3617941398925
TRONROUT0000000073540802 capacity : 470.24097331057817
TRONROUT0000000073544984 capacity : 559.8328697431898
TRONROUT0000002223933298 capacity : 525.7102475183655
TRONROUT0000002223933302 capacity : 1128.1470512950434
TRONROUT0000002223936627 capacity : 160.82530806218887
TRONROUT0000002223936626 capacity : 29.42733215165849
TRONROUT0000000073480359 capacity : 1695.0016160141158
TRONROUT0000002223818353 capacity : 2373.024873172437
TRONROUT0000002244666629 capacity : 4012.5390099606525
TRONROUT0000002244666627 capacity : 1609.440665427504
TRONROUT0000002244666723 capacity : 259.3381197215436
TRONROUT0000002244666722 capacity : 559.529304536923
TRONROUT0000002244668008 capacity : 360.8686025735914
TRONROUT0000000073480401 capacity : 98.45412174258047
TRONROUT0000000073480068 capacity : 265.0918029096489
TRONROUT0000000073480348 capacity : 66.71015038426927
TRONROUT0000000073521981 capacity : 382.3282980740283
TRONROUT0000000223305905 capacity : 1495.268362950281
TRONROUT0000000073490848 capacity : 1024.3145109306427
TRONROUT0000000073490850 capacity : 52.034658367208884
TRONROUT0000000073521986 capacity : 14.798721692473551
TRONROUT0000000073521983 capacity : 18.22821568892843
TRONROUT0000000073522005 capacity : 540.8058347406765
TRONROUT0000000073521754 capacity : 522.9263211710946
TRONROUT0000000073548790 capacity : 3514.434455113953
TRONROUT0000000073551577 capacity : 862.8297221196982
TRONROUT0000000073540197 capacity : 604.9077509895474
TRONROUT0000000339576882 capacity : 21.36303136817822
TRONROUT0000000339576884 capacity : 9.180498001552078
TRONROUT0000000073496367 capacity : 33.03407331831786
TRONROUT0000000073544086 capacity : 85.52348286678236
TRONROUT0000000073522141 capacity : 22.1350400960882
TRONROUT0000000073529479 capacity : 146.76012400926837
TRONROUT0000000073529464 capacity : 145.23058716521396
TRONROUT0000000222415712 capacity : 2083.7963292142385
TRONROUT0000000224184307 capacity : 7441.041783590985
TRONROUT0000000073486560 capacity : 880.3765047186453
TRONROUT0000000073543828 capacity : 945.6093681917268
TRONROUT0000002223935143 capacity : 398.95496141869864
TRONROUT0000000073543252 capacity : 296.35763961083416
TRONROUT0000000073465083 capacity : 1217.6664651202602
TRONROUT0000000073465084 capacity : 829.5948096769039
TRONROUT0000000073465086 capacity : 583.362133187002
TRONROUT0000000073533750 capacity : 507.9876913916494
TRONROUT0000000101043638 capacity : 1525.7253258360138
TRONROUT0000000216875077 capacity : 789.8565108522398
TRONROUT0000000216875078 capacity : 48.71491133222696
TRONROUT0000000222477713 capacity : 11.920544997274915
TRONROUT0000000222477663 capacity : 72.00360143358684
TRONROUT0000000222477706 capacity : 243.70631165557072
TRONROUT0000000222477709 capacity : 71.33709625233939
TRONROUT0000000222477714 capacity : 10.965126446602781
TRONROUT0000000222477717 capacity : 4.922885815754259
TRONROUT0000000222477723 capacity : 458.750022492259
TRONROUT0000000222477724 capacity : 47.27117912639903
TRONROUT0000000222477732 capacity : 271.7331641479753
TRONROUT0000000222477733 capacity : 55.127587004500214
TRONROUT0000000222477734 capacity : 15.883617683733537
TRONROUT0000000222477738 capacity : 15.855430264558713
TRONROUT0000000222477739 capacity : 48.80122726594257
TRONROUT0000000222477742 capacity : 48.255571670034975
TRONROUT0000000222477744 capacity : 28.209405753657546
TRONROUT0000000222477767 capacity : 24.041777018313077
TRONROUT0000000223306225 capacity : 78.6516956928892
TRONROUT0000000223306243 capacity : 587.0195659879794
TRONROUT0000000223339662 capacity : 43.958822842517485
TRONROUT0000000227490606 capacity : 481.4178741835435
TRONROUT0000000291013825 capacity : 242.71027175033902
TRONROUT0000000319052290 capacity : 702.259359731769
TRONROUT0000000319251103 capacity : 35.80223456682066
TRONROUT0000000341129521 capacity : 30.044011563094976
TRONROUT0000000341129523 capacity : 33.28880836212598
TRONROUT0000000342845409 capacity : 143.24707979855174
TRONROUT0000000351086887 capacity : 2097.1786466195217
TRONROUT0000000351086888 capacity : 758.2576920083773
TRONROUT0000000351086889 capacity : 77.90278016589605
TRONROUT0000000351086890 capacity : 3868.308311630151
TRONROUT0000000351086996 capacity : 142.99926665609124
TRONROUT0000000351087043 capacity : 90.99240136788322
TRONROUT0000000351087044 capacity : 76.49444424205652
TRONROUT0000000351087045 capacity : 86.14710303368346
TRONROUT0000000351087095 capacity : 109.99818180186558
TRONROUT0000000351087160 capacity : 607.590154890655
TRONROUT0000000356704203 capacity : 48.408676908297345
TRONROUT0000000358648735 capacity : 59.41332706656899
TRONROUT0000000358648736 capacity : 30.293556912062932
TRONROUT0000000358648738 capacity : 43.66086051603121
TRONROUT0000000358648741 capacity : 12.912397143654973
TRONROUT0000000358648742 capacity : 10.581479593282484
TRONROUT0000002002218953 capacity : 8.409518417030208
TRONROUT0000002002218954 capacity : 37.09792244392083
TRONROUT0000002002218412 capacity : 38.00052631216281
TRONROUT0000002002218950 capacity : 25.371693321115483
TRONROUT0000002002218957 capacity : 28.269875069739754
TRONROUT0000002206400154 capacity : 90.34362180081025
TRONROUT0000002206400370 capacity : 16.740727202495744
TRONROUT0000002206650216 capacity : 15.996249560259287
TRONROUT0000002206650217 capacity : 34.13504394111643
TRONROUT0000002206650218 capacity : 31.689745975582614
TRONROUT0000002223373730 capacity : 96.77496353903541
TRONROUT0000002223454534 capacity : 37.64689560196452
TRONROUT0000002223454535 capacity : 22.728694852496083
TRONROUT0000002223454536 capacity : 10.605918747748367
TRONROUT0000002223454537 capacity : 69.93919270956515
TRONROUT0000002223454557 capacity : 17.415510328762856
TRONROUT0000002223455253 capacity : 63.29358866311225
TRONROUT0000002223455469 capacity : 149.80537403616364
TRONROUT0000002223455502 capacity : 351.9474881812994
TRONROUT0000002223456180 capacity : 106.72900867145823
TRONROUT0000002223456205 capacity : 354.04635367608023
TRONROUT0000002223456206 capacity : 70.22877774502611
TRONROUT0000002223813417 capacity : 130.78297599035517
TRONROUT0000002223815171 capacity : 653.5878147532254
TRONROUT0000002223815177 capacity : 309.9947108377703
TRONROUT0000002223818023 capacity : 27.963547701790873
TRONROUT0000002223818024 capacity : 120.12294996378854
TRONROUT0000002223818025 capacity : 120.46010224747965
TRONROUT0000002223818032 capacity : 90.14509523510634
TRONROUT0000002223818048 capacity : 51.809831256185305
TRONROUT0000002223818061 capacity : 156.74954001960865
TRONROUT0000002223818960 capacity : 229.46159951657356
TRONROUT0000002223818968 capacity : 27.030353308802262
TRONROUT0000002223818969 capacity : 203.45317078278822
TRONROUT0000002223819240 capacity : 239.01208466392418
TRONROUT0000002223819575 capacity : 144.77041643016335
TRONROUT0000002223819577 capacity : 125.94994155700064
TRONROUT0000002223821907 capacity : 20.080838485530037
TRONROUT0000002223822010 capacity : 36.920725886823334
TRONROUT0000002244667578 capacity : 223.63529578608455
TRONROUT0000002244668036 capacity : 98.61809879854543
TRONROUT0000002244668037 capacity : 274.8873760990625
TRONROUT0000002244668038 capacity : 42.51963471604212
TRONROUT0000002244732911 capacity : 438.2476882244787
TRONROUT0000002292308069 capacity : 106.2192056398912
TRONROUT0000002292308066 capacity : 127.88602735616215
TRONROUT0000000073476600 capacity : 830.3606851341715
TRONROUT0000000073476628 capacity : 192.1358894109529
TRONROUT0000002223372907 capacity : 298.10437785906026
TRONROUT0000000073476687 capacity : 79.49821448676171
TRONROUT0000000073476685 capacity : 38.901927972837505
TRONROUT0000002244666532 capacity : 16.2706845410392
TRONROUT0000000073475660 capacity : 121.69415257199324
TRONROUT0000002206400752 capacity : 36.853634356827385
TRONROUT0000002223373630 capacity : 29.03308613071831
TRONROUT0000002223373649 capacity : 73.23280541669065
TRONROUT0000000222477704 capacity : 77.88934436070788
TRONROUT0000000222477727 capacity : 21.26076198101075
TRONROUT0000000222477728 capacity : 27.498332848811536
TRONROUT0000000222477729 capacity : 75.37004251665019
TRONROUT0000000222477731 capacity : 26.309870607414226
TRONROUT0000000073547398 capacity : 74.6304128947544
TRONROUT0000000073469859 capacity : 47.17036007057761
TRONROUT0000000073481882 capacity : 187.42560487130783
TRONROUT0000000073481938 capacity : 12.18031636521519
TRONROUT0000000073494456 capacity : 49.20365840057018
TRONROUT0000000073528031 capacity : 44.21833528548245
TRONROUT0000000073540262 capacity : 131.6031390381189
TRONROUT0000000073547997 capacity : 77.62290671742676
TRONROUT0000000101043633 capacity : 21.321350801895942
TRONROUT0000000222477751 capacity : 26.883453091885634
TRONROUT0000000291368181 capacity : 467.76105412388824
TRONROUT0000000073547909 capacity : 530.2102668769438
TRONROUT0000000073533626 capacity : 57.6624661286874
TRONROUT0000000073551621 capacity : 35.68865366016898
TRONROUT0000000073544404 capacity : 115.03989303207298
TRONROUT0000000073502815 capacity : 508.61833247116806
TRONROUT0000000351086926 capacity : 47.059111763699676
TRONROUT0000000073547903 capacity : 22.606193841500954
TRONROUT0000000073516050 capacity : 957.2292254322999
TRONROUT0000000339577316 capacity : 175.83353516540063
TRONROUT0000000073481974 capacity : 25.853719028546188
TRONROUT0000000073543836 capacity : 511.6936100065741
TRONROUT0000000358648737 capacity : 11.792516412966766
TRONROUT0000000073543466 capacity : 67.657076497014
TRONROUT0000000073471851 capacity : 134.69313271285398
TRONROUT0000000073474377 capacity : 60.00348781736026
TRONROUT0000000073476639 capacity : 65.20149313002317
TRONROUT0000000073479759 capacity : 458.7773623169552
TRONROUT0000000073481027 capacity : 56.72401337448951
TRONROUT0000000073481936 capacity : 87.29349397141134
TRONROUT0000000073481927 capacity : 80.6741815124079
TRONROUT0000000073486566 capacity : 770.5415642206003
TRONROUT0000000073486875 capacity : 39.857016629921155
TRONROUT0000000073493475 capacity : 174.89253843375658
TRONROUT0000000073493445 capacity : 537.2057940916787
TRONROUT0000000073494457 capacity : 1627.4299041970705
TRONROUT0000000073494613 capacity : 6.606814663949024
TRONROUT0000000073502845 capacity : 1109.3475533504568
TRONROUT0000000073539931 capacity : 52.167401945434875
TRONROUT0000000073544727 capacity : 1079.6676403122074
TRONROUT0000000073547347 capacity : 421.6197496932756
TRONROUT0000000073544129 capacity : 123.4777241089748
TRONROUT0000000073540250 capacity : 52.539363345899474
TRONROUT0000000223339284 capacity : 13.579396157296058
TRONROUT0000002206400835 capacity : 27.921159557790908
TRONROUT0000000073470134 capacity : 51.460664589765095
TRONROUT0000000101043637 capacity : 46.55491381011974
TRONROUT0000000101043636 capacity : 576.3335592207545
TRONROUT0000002206397668 capacity : 233.76098904623518
TRONROUT0000000319052288 capacity : 15.962455951796343
TRONROUT0000000222477718 capacity : 7.8246061712243336
TRONROUT0000000223339355 capacity : 91.40350102671185
TRONROUT0000000319251104 capacity : 4.0
TRONROUT0000000319251122 capacity : 58.00237321683235
TRONROUT0000000073544723 capacity : 38.04343073070911
TRONROUT0000000223249754 capacity : 248.14971287418348
TRONROUT0000002223221673 capacity : 516.041773872307
TRONROUT0000002206400751 capacity : 368.6746590344557
TRONROUT0000002206400753 capacity : 27.914512355259497
TRONROUT0000000338082822 capacity : 19.237477027300066
TRONROUT0000000339577079 capacity : 409.6393634491352
TRONROUT0000000341129522 capacity : 29.42344099700938
TRONROUT0000002002218636 capacity : 33.13125412586648
TRONROUT0000000073471791 capacity : 153.91322230473762
TRONROUT0000000073474378 capacity : 55.692968832254145
TRONROUT0000000073476830 capacity : 483.31829338491804
TRONROUT0000000073479998 capacity : 26.029214355747516
TRONROUT0000000073479997 capacity : 51.70415844009417
TRONROUT0000000073480934 capacity : 33.76832767109118
TRONROUT0000000073481854 capacity : 58.45192259314314
TRONROUT0000000073481926 capacity : 56.682487497014904
TRONROUT0000000073481939 capacity : 27.203006007677285
TRONROUT0000000073486571 capacity : 69.23844582181306
TRONROUT0000000073493439 capacity : 457.4576396159042
TRONROUT0000000073502563 capacity : 8.560373823382434
TRONROUT0000000073515710 capacity : 31.39840760254451
TRONROUT0000000073521955 capacity : 809.5876640117436
TRONROUT0000000073540429 capacity : 58.464863734238286
TRONROUT0000000073535352 capacity : 28.79932706033184
TRONROUT0000000073539954 capacity : 133.36077718833147
TRONROUT0000000073539975 capacity : 56.42871609402288
TRONROUT0000000073544700 capacity : 40.412792964998715
TRONROUT0000000073547349 capacity : 74.47250842337304
TRONROUT0000000073548494 capacity : 1221.1836177703387
TRONROUT0000000222415710 capacity : 57.28944056272416
TRONROUT0000000223367524 capacity : 446.4951812325335
TRONROUT0000000073480388 capacity : 111.86701960822643
TRONROUT0000000223249681 capacity : 158.54277452546035
TRONROUT0000000216875035 capacity : 72.07468349012338
TRONROUT0000002207185575 capacity : 34.46157280276849
TRONROUT0000000291023937 capacity : 467.365193605062
TRONROUT0000000223306196 capacity : 44.65355528935614
TRONROUT0000000223306306 capacity : 140.73336244950318
TRONROUT0000000073481026 capacity : 24.381345328768308
TRONROUT0000000291375464 capacity : 147.44105680126108
TRONROUT0000000287923448 capacity : 18.874321179128003
TRONROUT0000000318845652 capacity : 53.92235133310644
TRONROUT0000000339577096 capacity : 105.96362318423203
TRONROUT0000000223312830 capacity : 69.56119607988619
TRONROUT0000000357538184 capacity : 24.78054253579272
TRONROUT0000002002218638 capacity : 232.1334475040766
TRONROUT0000000223321122 capacity : 258.3316067652244
TRONROUT0000000223321332 capacity : 134.82836903497233
TRONROUT0000000223321333 capacity : 39.47764986650442
TRONROUT0000000223321351 capacity : 162.10193684019438
TRONROUT0000000223321352 capacity : 80.12026867418446
TRONROUT0000000073465088 capacity : 268.69830531272004
TRONROUT0000000073471546 capacity : 59.050862775129744
TRONROUT0000000073475544 capacity : 16.615230783804197
TRONROUT0000000073479996 capacity : 111.67063968887561
TRONROUT0000000073481925 capacity : 273.604050928647
TRONROUT0000000073486573 capacity : 86.80581777583919
TRONROUT0000000073493437 capacity : 1913.104861988327
TRONROUT0000000073493440 capacity : 82.61041096823476
TRONROUT0000000073493441 capacity : 170.86336015872766
TRONROUT0000000073494452 capacity : 74.00999932402904
TRONROUT0000000073494451 capacity : 178.7460123767222
TRONROUT0000000073539188 capacity : 87.28000916509247
TRONROUT0000000073522324 capacity : 156.96985028518503
TRONROUT0000000073539235 capacity : 506.0132364654554
TRONROUT0000000073540038 capacity : 135.0491662934036
TRONROUT0000000073543292 capacity : 6.260990337415912
TRONROUT0000000073544726 capacity : 350.64324238668155
TRONROUT0000000073547346 capacity : 19.238721837954916
TRONROUT0000000073547345 capacity : 62.27294973461416
TRONROUT0000000073547397 capacity : 636.855141342356
TRONROUT0000000358648733 capacity : 37.662161413686
TRONROUT0000000358648734 capacity : 50.39709834099946
TRONROUT0000000222665486 capacity : 112.80102618182018
TRONROUT0000000223248709 capacity : 38.04750977248112
TRONROUT0000000223313066 capacity : 610.8323024945157
TRONROUT0000000223339307 capacity : 119.52273171775383
TRONROUT0000000223339656 capacity : 193.8153007836425
TRONROUT0000000223339308 capacity : 43.57637029514629
TRONROUT0000000223339637 capacity : 76.15584042972847
TRONROUT0000000223339852 capacity : 39.26581207530087
TRONROUT0000000223367149 capacity : 82.44586102263739
TRONROUT0000000223367106 capacity : 83.18941219214267
TRONROUT0000000223367109 capacity : 668.8404704025439
TRONROUT0000002223373000 capacity : 466.8563646491857
TRONROUT0000002223373782 capacity : 71.95251284488029
TRONROUT0000002223374065 capacity : 37.57930272287166
TRONROUT0000000073469908 capacity : 270.85040253676425
TRONROUT0000000073548495 capacity : 1228.2126727715654
TRONROUT0000000222477740 capacity : 33.500741271145856
TRONROUT0000002223454524 capacity : 134.70801757876183
TRONROUT0000000073459452 capacity : 57.54269177596131
TRONROUT0000000073459464 capacity : 58.05828232615069
TRONROUT0000000073459496 capacity : 63.8680020423026
TRONROUT0000000073459497 capacity : 18.83197493229723
TRONROUT0000000073459810 capacity : 1018.4488865587898
TRONROUT0000000073459923 capacity : 540.6007920238314
TRONROUT0000000073459972 capacity : 140.40077753891333
TRONROUT0000000073460050 capacity : 478.7154546002909
TRONROUT0000000073460057 capacity : 22.480438400316636
TRONROUT0000000073460059 capacity : 15.12878051992249
TRONROUT0000000073460061 capacity : 36.713339038265644
TRONROUT0000000073460062 capacity : 40.759723324784616
TRONROUT0000000073460072 capacity : 24.067639625620913
TRONROUT0000000073460073 capacity : 34.8983031172033
TRONROUT0000000073460074 capacity : 187.36544505325352
TRONROUT0000000073460087 capacity : 17.09951159269546
TRONROUT0000000073461742 capacity : 88.0601456216391
TRONROUT0000000073461751 capacity : 52.56797640518057
TRONROUT0000002223456176 capacity : 72.1638876477121
TRONROUT0000002223456169 capacity : 35.80089213664017
TRONROUT0000002223456175 capacity : 53.560350859993676
TRONROUT0000002223455312 capacity : 71.67314699381622
TRONROUT0000002223455356 capacity : 57.83758124574527
TRONROUT0000002223455381 capacity : 101.26401137717808
TRONROUT0000000073461489 capacity : 46.139849054637885
TRONROUT0000000073461490 capacity : 37.21119337695332
TRONROUT0000000073461491 capacity : 323.9430080776627
TRONROUT0000000073461494 capacity : 41.99733117266216
TRONROUT0000000073461495 capacity : 51.40217464530815
TRONROUT0000000073461497 capacity : 11.643023661891155
TRONROUT0000000073461498 capacity : 45.584141891204936
TRONROUT0000000073461507 capacity : 45.27637473265957
TRONROUT0000000073461508 capacity : 38.64705776947913
TRONROUT0000000073461509 capacity : 46.586730690027686
TRONROUT0000000073461513 capacity : 166.0511201472934
TRONROUT0000000073461514 capacity : 25.683836427539045
TRONROUT0000000073461515 capacity : 15.231546211727817
TRONROUT0000000073462975 capacity : 18.782971011622983
TRONROUT0000000073462977 capacity : 39.982204008646626
TRONROUT0000000073462979 capacity : 469.6493368329826
TRONROUT0000000073462833 capacity : 420.7130156002863
TRONROUT0000000073462834 capacity : 81.22479023799173
TRONROUT0000000073462835 capacity : 107.28369876164439
TRONROUT0000000073462836 capacity : 126.08647826032222
TRONROUT0000000073462869 capacity : 107.55872694072997
TRONROUT0000000073462870 capacity : 60.19596377456237
TRONROUT0000000073462873 capacity : 54.529890701672684
TRONROUT0000000073462903 capacity : 639.166832377613
TRONROUT0000000073462924 capacity : 79.19056504443448
TRONROUT0000000073462941 capacity : 385.3248927993902
TRONROUT0000000073467268 capacity : 27.92346683384936
TRONROUT0000000073467277 capacity : 17.11094365858677
TRONROUT0000000073467057 capacity : 211.37095084547022
TRONROUT0000000073467116 capacity : 721.1293485057058
TRONROUT0000000073467115 capacity : 36.51684542672478
TRONROUT0000000073467160 capacity : 18.984203959779187
TRONROUT0000000073467204 capacity : 169.8680657611016
TRONROUT0000000073467223 capacity : 17.20781355962302
TRONROUT0000000073465089 capacity : 373.35502068728215
TRONROUT0000000073465133 capacity : 23.86629422468791
TRONROUT0000000073469729 capacity : 22.284256665321962
TRONROUT0000000073470105 capacity : 31.05241569099222
TRONROUT0000000073469745 capacity : 16.022484201615036
TRONROUT0000000073470107 capacity : 33.63221296686096
TRONROUT0000000073469767 capacity : 149.06945384426533
TRONROUT0000000073469768 capacity : 83.57703033697089
TRONROUT0000000073469769 capacity : 36.000594466612334
TRONROUT0000000073470130 capacity : 20.300420798352235
TRONROUT0000000073470131 capacity : 441.1847973900376
TRONROUT0000000073469797 capacity : 251.3829922025118
TRONROUT0000000073469818 capacity : 12.474036053832528
TRONROUT0000000073469857 capacity : 871.0721737710451
TRONROUT0000000073469907 capacity : 205.3622425713419
TRONROUT0000000073469909 capacity : 17.191858538455303
TRONROUT0000000073469913 capacity : 160.82384207544652
TRONROUT0000000073469915 capacity : 27.25944136883311
TRONROUT0000000073470167 capacity : 177.33740781069918
TRONROUT0000000073470171 capacity : 16.461745189493524
TRONROUT0000000073470186 capacity : 160.32966038732644
TRONROUT0000000073470218 capacity : 6.003332407896632
TRONROUT0000000073469600 capacity : 396.3224538529776
TRONROUT0000000073469601 capacity : 152.27329068685438
TRONROUT0000000073469611 capacity : 231.15446816873288
TRONROUT0000000073469649 capacity : 107.54871986178577
TRONROUT0000000073469681 capacity : 8.928605713909048
TRONROUT0000000073471834 capacity : 109.23851136783541
TRONROUT0000000073471835 capacity : 296.765024727922
TRONROUT0000000073471850 capacity : 29.182186346797796
TRONROUT0000000073471866 capacity : 56.36508478403653
TRONROUT0000000073471867 capacity : 65.93671830458774
TRONROUT0000000073471868 capacity : 91.03779434864065
TRONROUT0000000073471869 capacity : 27.33895327568722
TRONROUT0000000073471880 capacity : 86.99885056823288
TRONROUT0000000073471367 capacity : 31.84964678090709
TRONROUT0000000073471786 capacity : 207.34021304133583
TRONROUT0000000073471790 capacity : 143.1678734923215
TRONROUT0000000073471792 capacity : 79.19217132989634
TRONROUT0000000073471793 capacity : 91.74682555707872
