TopoID,entryDate,distance,duration,meanSpead,lateness
'TRONROUT0000000073515670','2023-10-12 06:58:22',6250715,225095.0,100.0,0.0
'TRONROUT0000000073515673','2023-10-12 06:57:12',267402,13044.0,75.0,0.0
'TRONROUT0000000073515674','2023-10-12 06:57:17',698068,26096.0,96.0,0.0
'TRONROUT0000000073515695','2023-10-12 06:57:21',600024,19566.0,110.0,0.0
'TRONROUT0000000073515697','2023-10-12 06:57:14',502194,19566.0,93.0,0.0
'TRONROUT0000000073515698','2023-10-12 06:58:15',1523192,136178.0,65.96325610953839,3.8674677913224333
'TRONROUT0000000073515701','2023-10-12 06:58:19',744287,85431.0,54.239413022127216,2.9356404182795077
'TRONROUT0000000073515706','2023-10-12 06:57:00',2151680,80688.0,96.0,0.0
'TRONROUT0000000073515710','2023-10-12 06:58:21',173090,17309.0,38.0,0.0
'TRONROUT0000000073515791','2023-10-12 06:57:30',763004,34682.0,80.0,0.0
'TRONROUT0000000073515792','2023-10-12 06:57:20',4778125,173750.0,99.0,0.0
'TRONROUT0000000073515797','2023-10-12 06:58:32',325908,14814.0,79.0,0.0
'TRONROUT0000000073515802','2023-10-12 06:57:58',13094,6547.0,8.0,0.0
'TRONROUT0000000073515803','2023-10-12 06:57:27',627606,36918.0,61.0,0.0
'TRONROUT0000000073516002','2023-10-12 06:57:32',2514445,86705.0,105.0,0.0
'TRONROUT0000000073516003','2023-10-12 06:57:18',732102,34862.0,76.0,0.0
'TRONROUT0000000073516035','2023-10-12 06:57:37',5824896,173360.0,121.0,0.0
'TRONROUT0000000073516036','2023-10-12 06:58:11',281779,13106.0,77.0,0.0
'TRONROUT0000000073516037','2023-10-12 06:57:49',4112661,121471.0,122.0,0.0
'TRONROUT0000000073516038','2023-10-12 06:57:33',1898920,201850.0,75.81353084911423,21.82620647525962
'TRONROUT0000000073516039','2023-10-12 06:57:47',988095,34670.0,103.0,0.0
'TRONROUT0000000073516041','2023-10-12 06:57:43',2228016,66310.0,121.0,0.0
'TRONROUT0000000073516042','2023-10-12 06:57:53',977142,34265.0,103.03156450137237,0.2249161329673681
'TRONROUT0000000073516046','2023-10-12 06:57:24',1905468,58932.0,116.0,0.0
'TRONROUT0000000073516075','2023-10-12 06:57:42',13096,6548.0,8.0,0.0
'TRONROUT0000000073516196','2023-10-12 06:57:15',273480,18232.0,52.0,0.0
'TRONROUT0000000073516197','2023-10-12 06:57:00',5761508,224746.0,92.5751959382856,0.0783260215901809
'TRONROUT0000000073516821','2023-10-12 06:58:51',4042532,157794.0,92.0,0.0
'TRONROUT0000000073516822','2023-10-12 06:57:00',7509155,401111.0,84.16688362405624,5.885758916948712
'TRONROUT0000000073516823','2023-10-12 06:58:34',1786774,75824.0,85.64863771243593,0.22713784731588885
'TRONROUT0000000073516858','2023-10-12 06:58:45',1098604,44538.0,89.0,0.0
'TRONROUT0000000073516859','2023-10-12 06:58:44',103698,7407.0,52.0,0.0
'TRONROUT0000000073521909','2023-10-12 06:57:00',2416944,206096.0,42.0,0.0
'TRONROUT0000000073522101','2023-10-12 06:57:23',1570800,128520.0,44.0,0.0
'TRONROUT0000000073522121','2023-10-12 06:58:28',1149701,92833.0,45.0,0.0
'TRONROUT0000000073522124','2023-10-12 06:58:24',357050,28564.0,45.0,0.0
'TRONROUT0000000073522135','2023-10-12 06:57:00',5612992,456200.0,44.857918201201784,0.10699748013180849
'TRONROUT0000000073522319','2023-10-12 07:01:13',10561536,861793.0,43.99994546247819,5.453752181500873e-05
'TRONROUT0000000073522329','2023-10-12 07:01:05',1757336,143456.0,44.0,0.0
'TRONROUT0000000073522356','2023-10-12 06:57:41',671348,57136.0,42.0,0.0
'TRONROUT0000000073522362','2023-10-12 06:57:49',3098326,249901.0,44.99257599103516,0.005042723070458047
'TRONROUT0000000098474312','2023-10-12 06:57:45',7196505,229594.0,115.04648992809705,0.6018991163071519
'TRONROUT0000000098687613','2023-10-12 06:57:11',7462115,611354.0,44.0,0.0
'TRONROUT0000000223305319','2023-10-12 06:59:20',629784,34988.0,65.0,0.0
'TRONROUT0000000223305320','2023-10-12 07:01:03',784485,33525.0,84.0,0.0
'TRONROUT0000000223307825','2023-10-12 06:58:07',6140952,179560.0,123.0,0.0
'TRONROUT0000000223310426','2023-10-12 06:59:00',370344,14244.0,93.0,0.0
'TRONROUT0000000223310549','2023-10-12 06:57:41',1087380,103181.0,78.21488348139565,8.284537144328569
'TRONROUT0000000223313006','2023-10-12 06:59:19',384868,17567.0,77.92174459814794,0.004172859266034069
'TRONROUT0000000329822605','2023-10-12 06:57:00',2249496,72212.0,112.36697375767727,0.07984366275823562
'TRONROUT0000000329822606','2023-10-12 06:57:10',149940,7140.0,75.0,0.0
'TRONROUT0000000329822607','2023-10-12 06:58:06',376446,17926.0,74.0,0.0
'TRONROUT0000000329822608','2023-10-12 06:58:00',3286863,107766.0,110.0,0.0
'TRONROUT0000000351086887','2023-10-12 07:01:03',12745566,437616.0,105.0,0.0
'TRONROUT0000000351086888','2023-10-12 07:00:53',3509869,138730.0,91.0,0.0
'TRONROUT0000000351086889','2023-10-12 07:00:51',541047,27746.0,70.0,0.0
'TRONROUT0000000351086890','2023-10-12 06:58:29',9755152,370832.0,95.0,0.0
'TRONROUT0000000351086891','2023-10-12 06:59:18',2565765,104118.0,89.0,0.0
'TRONROUT0000000351086892','2023-10-12 06:59:32',505172,22287.0,82.0,0.0
'TRONROUT0000000351086925','2023-10-12 06:59:01',272376,22464.0,44.0,0.0
'TRONROUT0000000351086926','2023-10-12 06:58:59',22464,1872.0,42.0,0.0
'TRONROUT0000000351086996','2023-10-12 06:59:45',267372,22485.0,56.06409048067861,1.0274673488622594
'TRONROUT0000000351087043','2023-10-12 06:58:55',42210,3816.0,40.65565031982943,0.06823027718550106
'TRONROUT0000000351087044','2023-10-12 06:58:51',35568,3744.0,34.0,0.0
'TRONROUT0000000351087045','2023-10-12 07:00:43',596539,27746.0,78.0,0.0
'TRONROUT0000000351087095','2023-10-12 07:00:41',513301,27755.0,65.98889930080011,0.0006487421610322209
'TRONROUT0000000351087126','2023-10-12 06:57:23',9658044,371387.0,93.71721976002594,0.07280294022267864
'TRONROUT0000000351087145','2023-10-12 06:59:35',542171,22281.0,87.0,0.0
'TRONROUT0000000351087160','2023-10-12 07:29:19',41952,3450.0,44.0,0.0
'TRONROUT0000000351087215','2023-10-12 06:57:00',11017972,432446.0,92.0,0.0
'TRONROUT0000002000598414','2023-10-12 06:57:00',4613000,168000.0,99.0,0.0
'TRONROUT0000002000598419','2023-10-12 06:58:00',3304640,125120.0,95.0,0.0
'TRONROUT0000002000598446','2023-10-12 06:57:48',4203293,158283.0,96.0,0.0
'TRONROUT0000002000750857','2023-10-12 06:57:30',8500713,318114.0,96.0,0.0
'TRONROUT0000002205714654','2023-10-12 07:00:47',60736,2336.0,94.0,0.0
'TRONROUT0000002223371528','2023-10-12 06:57:20',17697018,615090.0,104.0,0.0
'TRONROUT0000002223371532','2023-10-12 06:59:29',5013288,172872.0,104.0,0.0
